2016-11-14_10:48:36,65,21
2016-11-14_10:48:37,49,21
2016-11-14_10:48:37,49,21
2016-11-14_10:48:38,55,21
2016-11-14_10:48:38,43,21
2016-11-14_10:48:39,63,21
2016-11-14_10:48:39,57,21
2016-11-14_10:48:40,50,21
2016-11-14_10:48:41,45,21
2016-11-14_10:48:41,61,21
2016-11-14_10:48:42,56,21
2016-11-14_10:48:42,58,21
2016-11-14_10:48:43,33,21
2016-11-14_10:48:43,58,21
2016-11-14_10:48:44,55,21
2016-11-14_10:48:44,53,21
2016-11-14_10:48:45,28,21
2016-11-14_10:48:46,50,21
2016-11-14_10:48:46,43,21
2016-11-14_10:48:47,51,21
2016-11-14_10:48:47,28,21
2016-11-14_10:48:48,55,21
2016-11-14_10:48:48,54,21
2016-11-14_10:48:49,42,21
2016-11-14_10:48:49,43,21
2016-11-14_10:48:50,54,21
2016-11-14_10:48:50,46,21
2016-11-14_10:48:51,25,21
2016-11-14_10:48:52,61,21
2016-11-14_10:48:52,54,21
2016-11-14_10:48:53,29,21
2016-11-14_10:48:53,55,21
2016-11-14_10:48:54,50,21
2016-11-14_10:48:54,46,21
2016-11-14_10:48:55,34,21
2016-11-14_10:48:55,54,21
2016-11-14_10:48:56,49,21
2016-11-14_10:48:56,32,21
2016-11-14_10:48:57,46,21
2016-11-14_10:48:57,58,21
2016-11-14_10:48:58,26,21
2016-11-14_10:48:59,57,21
2016-11-14_10:48:59,44,21
2016-11-14_10:49:00,43,21
2016-11-14_10:49:00,41,21
2016-11-14_10:49:01,46,21
2016-11-14_10:49:01,59,21
2016-11-14_10:49:02,65,21
2016-11-14_10:49:02,69,21
2016-11-14_10:49:03,67,21
2016-11-14_10:49:03,61,21
2016-11-14_10:49:04,68,21
2016-11-14_10:49:05,71,21
2016-11-14_10:49:05,66,21
2016-11-14_10:49:06,59,21
2016-11-14_10:49:06,62,21
2016-11-14_10:49:07,74,21
2016-11-14_10:49:07,60,21
2016-11-14_10:49:08,49,21
2016-11-14_10:49:08,52,21
2016-11-14_10:49:09,59,21
2016-11-14_10:49:09,56,21
2016-11-14_10:49:10,58,21
2016-11-14_10:49:11,56,21
2016-11-14_10:49:11,59,21
2016-11-14_10:49:12,56,21
2016-11-14_10:49:12,55,21
2016-11-14_10:49:13,51,21
2016-11-14_10:49:13,64,21
2016-11-14_10:49:14,55,21
2016-11-14_10:49:14,57,21
2016-11-14_10:49:15,64,21
2016-11-14_10:49:15,61,21
2016-11-14_10:49:16,54,21
2016-11-14_10:49:17,60,21
2016-11-14_10:49:17,53,21
2016-11-14_10:49:18,57,21
2016-11-14_10:49:18,60,21
2016-11-14_10:49:19,56,21
2016-11-14_10:49:19,53,21
2016-11-14_10:49:20,52,21
2016-11-14_10:49:20,59,21
2016-11-14_10:49:21,53,21
2016-11-14_10:49:22,51,21
2016-11-14_10:49:22,58,21
2016-11-14_10:49:23,55,21
2016-11-14_10:49:23,59,21
2016-11-14_10:49:24,60,21
2016-11-14_10:49:24,68,21
2016-11-14_10:49:25,58,21
2016-11-14_10:49:25,62,21
2016-11-14_10:49:26,59,21
2016-11-14_10:49:26,63,21
2016-11-14_10:49:27,66,21
2016-11-14_10:49:28,56,21
2016-11-14_10:49:28,60,21
2016-11-14_10:49:29,64,21
2016-11-14_10:49:29,60,21
2016-11-14_10:49:30,61,21
2016-11-14_10:49:30,66,21
2016-11-14_10:49:31,58,21
2016-11-14_10:49:31,61,21
2016-11-14_10:49:32,70,21
2016-11-14_10:49:32,67,21
2016-11-14_10:49:33,54,21
2016-11-14_10:49:34,59,21
2016-11-14_10:49:34,61,21
2016-11-14_10:49:35,34,21
2016-11-14_10:49:35,32,21
2016-11-14_10:49:36,37,21
2016-11-14_10:49:36,32,21
2016-11-14_10:49:37,34,21
2016-11-14_10:49:37,27,21
2016-11-14_10:49:38,29,21
2016-11-14_10:49:38,26,21
2016-11-14_10:49:39,26,21
2016-11-14_10:49:40,25,21
2016-11-14_10:49:40,24,21
2016-11-14_10:49:41,28,21
2016-11-14_10:49:41,25,21
2016-11-14_10:49:42,30,21
2016-11-14_10:49:42,35,21
2016-11-14_10:49:43,30,21
2016-11-14_10:49:43,27,21
2016-11-14_10:49:44,32,21
2016-11-14_10:49:44,30,21
2016-11-14_10:49:45,26,21
2016-11-14_10:49:46,28,21
2016-11-14_10:49:46,31,21
2016-11-14_10:49:47,35,21
2016-11-14_10:49:47,36,21
2016-11-14_10:49:48,30,21
2016-11-14_10:49:48,33,21
2016-11-14_10:49:49,36,21
2016-11-14_10:49:49,31,21
2016-11-14_10:49:50,25,21
2016-11-14_10:49:50,46,21
2016-11-14_10:49:51,51,21
2016-11-14_10:49:52,53,21
2016-11-14_10:49:52,64,21
2016-11-14_10:49:53,59,21
2016-11-14_10:49:53,60,21
2016-11-14_10:49:54,53,22
2016-11-14_10:49:54,62,22
2016-11-14_10:49:55,64,22
2016-11-14_10:49:55,60,22
2016-11-14_10:49:56,56,22
2016-11-14_10:49:56,62,22
2016-11-14_10:49:57,61,22
2016-11-14_10:49:58,56,22
2016-11-14_10:49:58,58,22
2016-11-14_10:49:59,58,22
2016-11-14_10:49:59,59,22
2016-11-14_10:50:00,58,22
2016-11-14_10:50:00,64,22
2016-11-14_10:50:01,60,22
2016-11-14_10:50:01,57,22
2016-11-14_10:50:02,57,22
2016-11-14_10:50:02,54,22
2016-11-14_10:50:03,65,22
2016-11-14_10:50:04,60,22
2016-11-14_10:50:04,58,22
2016-11-14_10:50:05,51,22
2016-11-14_10:50:05,31,22
2016-11-14_10:50:06,32,22
2016-11-14_10:50:06,32,22
2016-11-14_10:50:07,28,22
2016-11-14_10:50:07,28,22
2016-11-14_10:50:08,28,22
2016-11-14_10:50:08,50,22
2016-11-14_10:50:09,62,22
2016-11-14_10:50:09,123,22
2016-11-14_10:50:10,53,22
2016-11-14_10:50:11,52,22
2016-11-14_10:50:11,49,22
2016-11-14_10:50:12,46,22
2016-11-14_10:50:12,60,22
2016-11-14_10:50:13,48,22
2016-11-14_10:50:13,53,22
2016-11-14_10:50:14,49,22
2016-11-14_10:50:14,46,22
2016-11-14_10:50:15,49,22
2016-11-14_10:50:15,59,22
2016-11-14_10:50:16,57,22
2016-11-14_10:50:17,53,22
2016-11-14_10:50:17,47,22
2016-11-14_10:50:18,39,22
2016-11-14_10:50:18,50,22
2016-11-14_10:50:19,58,22
2016-11-14_10:50:19,52,22
2016-11-14_10:50:20,57,22
2016-11-14_10:50:20,62,22
2016-11-14_10:50:21,59,22
2016-11-14_10:50:21,58,22
2016-11-14_10:50:22,59,22
2016-11-14_10:50:23,48,22
2016-11-14_10:50:23,51,22
2016-11-14_10:50:24,47,22
2016-11-14_10:50:24,59,22
2016-11-14_10:50:25,59,22
2016-11-14_10:50:25,53,22
2016-11-14_10:50:26,49,22
2016-11-14_10:50:26,51,22
2016-11-14_10:50:27,51,22
2016-11-14_10:50:27,63,22
2016-11-14_10:50:28,117,22
2016-11-14_10:50:29,109,22
2016-11-14_10:50:29,133,22
2016-11-14_10:50:30,85,22
2016-11-14_10:50:30,56,22
2016-11-14_10:50:31,56,22
2016-11-14_10:50:31,45,22
2016-11-14_10:50:32,43,22
2016-11-14_10:50:32,52,22
2016-11-14_10:50:33,55,22
2016-11-14_10:50:33,47,22
2016-11-14_10:50:34,45,22
2016-11-14_10:50:34,43,22
2016-11-14_10:50:35,46,22
2016-11-14_10:50:36,55,22
2016-11-14_10:50:36,42,22
2016-11-14_10:50:37,48,22
2016-11-14_10:50:37,55,22
2016-11-14_10:50:38,46,22
2016-11-14_10:50:38,48,22
2016-11-14_10:50:39,57,22
2016-11-14_10:50:39,46,22
2016-11-14_10:50:40,47,22
2016-11-14_10:50:40,44,22
2016-11-14_10:50:41,55,22
2016-11-14_10:50:42,50,22
2016-11-14_10:50:42,49,22
2016-11-14_10:50:43,44,22
2016-11-14_10:50:43,53,22
2016-11-14_10:50:44,55,22
2016-11-14_10:50:44,54,22
2016-11-14_10:50:45,50,22
2016-11-14_10:50:45,54,22
2016-11-14_10:50:46,49,22
2016-11-14_10:50:46,49,22
2016-11-14_10:50:47,56,22
2016-11-14_10:51:13,52,22
2016-11-14_10:51:14,49,22
2016-11-14_10:51:14,61,22
2016-11-14_10:51:15,50,22
2016-11-14_10:51:15,64,22
2016-11-14_10:51:16,48,22
2016-11-14_10:51:16,52,22
2016-11-14_10:51:17,93,22
2016-11-14_10:51:18,112,22
2016-11-14_10:51:18,63,22
2016-11-14_10:51:19,63,22
2016-11-14_10:51:19,55,22
2016-11-14_10:51:20,52,22
2016-11-14_10:51:20,54,22
2016-11-14_10:51:21,58,22
2016-11-14_10:51:21,54,22
2016-11-14_10:51:22,52,22
2016-11-14_10:51:23,46,22
2016-11-14_10:51:23,50,22
2016-11-14_10:51:24,57,22
2016-11-14_10:51:24,52,22
2016-11-14_10:51:25,51,22
2016-11-14_10:51:25,49,22
2016-11-14_10:51:26,48,22
2016-11-14_10:51:26,86,22
2016-11-14_10:51:27,161,22
2016-11-14_10:51:27,153,22
2016-11-14_10:51:28,90,22
2016-11-14_10:51:29,47,22
2016-11-14_10:51:29,51,22
2016-11-14_10:51:30,56,22
2016-11-14_10:51:30,51,22
2016-11-14_10:51:31,58,22
2016-11-14_10:51:31,50,22
2016-11-14_10:51:32,58,22
2016-11-14_10:51:32,66,22
2016-11-14_10:51:33,153,22
2016-11-14_10:51:34,114,22
2016-11-14_10:51:34,53,22
2016-11-14_10:51:35,56,22
2016-11-14_10:51:35,53,22
2016-11-14_10:51:36,63,22
2016-11-14_10:51:36,55,22
2016-11-14_10:51:37,50,22
2016-11-14_10:51:37,58,22
2016-11-14_10:51:38,53,22
2016-11-14_10:51:38,56,22
2016-11-14_10:51:39,53,22
2016-11-14_10:51:40,58,22
2016-11-14_10:51:40,44,22
2016-11-14_10:51:41,46,22
2016-11-14_10:51:41,48,22
2016-11-14_10:51:42,60,22
2016-11-14_10:51:42,54,22
2016-11-14_10:51:43,50,22
2016-11-14_10:51:43,53,22
2016-11-14_10:51:44,56,22
2016-11-14_10:51:44,50,22
2016-11-14_10:51:45,52,22
2016-11-14_10:51:46,47,22
2016-11-14_10:51:46,55,22
2016-11-14_10:51:47,51,22
2016-11-14_10:51:47,55,22
2016-11-14_10:51:48,54,22
2016-11-14_10:51:48,47,22
2016-11-14_10:51:49,54,22
2016-11-14_10:51:49,58,22
2016-11-14_10:51:50,98,22
2016-11-14_10:51:50,52,22
2016-11-14_10:51:51,56,22
2016-11-14_10:51:52,58,22
2016-11-14_10:51:52,52,22
2016-11-14_10:51:53,55,22
2016-11-14_10:51:53,49,22
2016-11-14_10:51:54,56,22
2016-11-14_10:51:54,53,22
2016-11-14_10:51:55,51,22
2016-11-14_10:51:55,52,22
2016-11-14_10:51:56,58,22
2016-11-14_10:51:57,52,22
2016-11-14_10:51:57,55,22
2016-11-14_10:51:58,50,22
2016-11-14_10:51:58,61,22
2016-11-14_10:51:59,54,22
2016-11-14_10:51:59,53,22
2016-11-14_10:52:00,51,22
2016-11-14_10:52:00,51,22
2016-11-14_10:52:01,50,22
2016-11-14_10:52:01,53,22
2016-11-14_10:52:02,51,22
2016-11-14_10:52:02,62,22
2016-11-14_10:52:03,54,22
2016-11-14_10:52:04,57,22
2016-11-14_10:52:04,47,22
2016-11-14_10:52:05,55,22
2016-11-14_10:52:05,57,22
2016-11-14_10:52:06,52,22
2016-11-14_10:52:06,53,22
2016-11-14_10:52:07,51,22
2016-11-14_10:52:07,59,22
2016-11-14_10:52:08,51,22
2016-11-14_10:52:09,53,22
2016-11-14_10:52:09,50,22
2016-11-14_10:52:10,58,22
2016-11-14_10:52:10,54,22
2016-11-14_10:52:11,58,22
2016-11-14_10:52:11,45,22
2016-11-14_10:52:12,50,22
2016-11-14_10:52:12,57,22
2016-11-14_10:52:13,51,22
2016-11-14_10:52:13,48,22
2016-11-14_10:52:14,46,22
2016-11-14_10:52:14,47,22
2016-11-14_10:52:15,50,22
2016-11-14_10:52:16,54,22
2016-11-14_10:52:16,57,22
2016-11-14_10:52:17,52,22
2016-11-14_10:52:17,54,22
2016-11-14_10:52:18,57,22
2016-11-14_10:52:18,55,22
2016-11-14_10:52:19,57,22
2016-11-14_10:52:19,55,22
2016-11-14_10:52:20,48,22
2016-11-14_10:52:20,45,22
2016-11-14_10:52:21,48,22
2016-11-14_10:52:22,46,22
2016-11-14_10:52:22,55,22
2016-11-14_10:52:23,49,22
2016-11-14_10:52:23,53,22
2016-11-14_10:52:24,55,22
2016-11-14_10:52:24,54,22
2016-11-14_10:52:25,58,22
2016-11-14_10:52:25,55,22
2016-11-14_10:52:26,58,22
2016-11-14_10:52:26,51,22
2016-11-14_10:52:27,55,22
2016-11-14_10:52:28,58,22
2016-11-14_10:52:28,53,22
2016-11-14_10:52:29,54,22
2016-11-14_10:52:29,48,22
2016-11-14_10:52:30,48,22
2016-11-14_10:52:30,42,22
2016-11-14_10:52:31,47,22
2016-11-14_10:52:31,46,22
